Date,Details,Amount,Account,Currency,Debit/Credit,Month,Year,Category,Subcategory,is_manual
2024-06-20,WATER SUPPLY PAYMENT,-719.15,6501882C033,EUR,Debit,6,2024,Housing,Water,False
2024-06-20,HIGHWAY TOLL,-732.31,6501882C033,EUR,Debit,6,2024,Transport,Toll,False
2024-06-20,TOTAL ENERGIES FUEL,-453.84,6501882C033,EUR,Debit,6,2024,Transport,Fuel,False
2024-06-21,HOME DECOR SHOP,-425.91,4829137M033,EUR,Debit,6,2024,Shopping,Home Decor,False
2024-06-21,SPOTIFY PREMIUM,-821.63,4829137M033,EUR,Debit,6,2024,Leisure,Streaming,False
2024-06-21,AUCHAN SUPERMARKET,-718.99,4829137M033,EUR,Debit,6,2024,Food,Groceries,False
2024-06-21,BOOKING HOTEL,-480.05,6501882C033,EUR,Debit,6,2024,Leisure,Travel,False
2024-06-21,WATER SUPPLY PAYMENT,-449.97,6501882C033,EUR,Debit,6,2024,Housing,Water,False
2024-06-22,APARTMENT RENT,-551.83,6501882C033,EUR,Debit,6,2024,Housing,Rent,False
2024-06-22,HOME DECOR SHOP,-160.87,6501882C033,EUR,Debit,6,2024,Shopping,Home Decor,False
2024-06-23,BOOKSTORE PURCHASE,-428.38,4829137M033,EUR,Debit,6,2024,Leisure,Books,False
2024-06-23,CLOTHING STORE,-678.95,4829137M033,EUR,Debit,6,2024,Shopping,Clothes,False
2024-06-23,APARTMENT RENT,-133.63,4829137M033,EUR,Debit,6,2024,Housing,Rent,False
2024-06-23,LOCAL BAKERY,-513.92,7712045M033,EUR,Debit,6,2024,Food,Bakery,False
2024-06-24,HOME DECOR SHOP,-328.12,4829137M033,EUR,Debit,6,2024,Shopping,Home Decor,False
2024-06-25,CITY PARKING,-470.61,4829137M033,EUR,Debit,6,2024,Transport,Parking,False
2024-06-25,CINEMA TICKET,-500.22,4829137M033,EUR,Debit,6,2024,Leisure,Cinema,False
2024-06-26,CITY METRO PASS,-608.81,6501882C033,EUR,Debit,6,2024,Transport,Metro,False
2024-06-26,HOME DECOR SHOP,-463.47,6501882C033,EUR,Debit,6,2024,Shopping,Home Decor,False
2024-06-26,CITY METRO PASS,-492.01,6501882C033,EUR,Debit,6,2024,Transport,Metro,False
2024-06-26,BOOKSTORE PURCHASE,-508.6,7712045M033,EUR,Debit,6,2024,Leisure,Books,False
2024-06-26,SPOTIFY PREMIUM,-822.7,7712045M033,EUR,Debit,6,2024,Leisure,Streaming,False
2024-06-26,CITY METRO PASS,-240.41,7712045M033,EUR,Debit,6,2024,Transport,Metro,False
2024-06-27,OFFICE SUPPLIES STORE,-446.78,4829137M033,EUR,Debit,6,2024,Education,School Supplies,False
2024-06-27,MONTHLY BANK FEES,-257.08,4829137M033,EUR,Debit,6,2024,Financial,Bank Fees,False
2024-06-27,ONLINE TRAINING COURSE,-89.75,6501882C033,EUR,Debit,6,2024,Education,Training,False
2024-06-27,DECATHLON PURCHASE,-667.77,6501882C033,EUR,Debit,6,2024,Shopping,Clothes,False
2024-06-28,HEALTH INSURANCE REFUND,848.13,4829137M033,EUR,Credit,6,2024,Health,Insurance Refund,False
2024-06-28,INSTANT BANK TRANSFER,-693.71,7712045M033,EUR,Debit,6,2024,Financial,Transfer,False
2024-07-01,CITY PARKING,-599.03,4829137M033,EUR,Debit,7,2024,Transport,Parking,False
2024-07-01,HEALTH INSURANCE REFUND,3482.86,7712045M033,EUR,Credit,7,2024,Health,Insurance Refund,False
2024-07-02,FREELANCE PROJECT PAYMENT,227.23,4829137M033,EUR,Credit,7,2024,Income,Freelance,False
2024-07-02,ORANGE INTERNET SUBSCRIPTION,-435.63,7712045M033,EUR,Debit,7,2024,Housing,Internet,False
2024-07-03,HEALTH INSURANCE REFUND,1719.52,4829137M033,EUR,Credit,7,2024,Health,Insurance Refund,False
2024-07-03,COFFEE SHOP,-731.39,4829137M033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-03,COFFEE SHOP,-17.14,4829137M033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-03,HOME INSURANCE PAYMENT,-780.06,6501882C033,EUR,Debit,7,2024,Housing,Insurance,False
2024-07-03,INTERMARCHE,-731.99,6501882C033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-03,HOME DECOR SHOP,-232.76,7712045M033,EUR,Debit,7,2024,Shopping,Home Decor,False
2024-07-04,BOOKSTORE PURCHASE,-827.96,6501882C033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-04,FREELANCE PROJECT PAYMENT,1468.29,6501882C033,EUR,Credit,7,2024,Income,Freelance,False
2024-07-05,HOME INSURANCE PAYMENT,-828.24,4829137M033,EUR,Debit,7,2024,Housing,Insurance,False
2024-07-05,HIGHWAY TOLL,-796.37,6501882C033,EUR,Debit,7,2024,Transport,Toll,False
2024-07-05,OFFICE SUPPLIES STORE,-144.42,7712045M033,EUR,Debit,7,2024,Education,School Supplies,False
2024-07-05,ELECTRONICS STORE,-826.76,7712045M033,EUR,Debit,7,2024,Shopping,Electronics,False
2024-07-05,DECATHLON PURCHASE,-371.43,7712045M033,EUR,Debit,7,2024,Shopping,Clothes,False
2024-07-06,TRANSFER TO SAVINGS ACCOUNT,-790.23,4829137M033,EUR,Debit,7,2024,Financial,Savings,False
2024-07-06,TRANSFER TO SAVINGS ACCOUNT,-581.68,6501882C033,EUR,Debit,7,2024,Financial,Savings,False
2024-07-06,BURGER RESTAURANT,-462.18,6501882C033,EUR,Debit,7,2024,Food,Restaurant,False
2024-07-06,WATER SUPPLY PAYMENT,-755.08,6501882C033,EUR,Debit,7,2024,Housing,Water,False
2024-07-08,CITY PARKING,-115.4,4829137M033,EUR,Debit,7,2024,Transport,Parking,False
2024-07-08,SPORT CLUB PAYMENT,-673.04,4829137M033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-08,ANNUAL BONUS PAYMENT,1767.19,4829137M033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-08,INTERMARCHE,-527.44,6501882C033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-08,SPORT CLUB PAYMENT,-227.63,6501882C033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-08,TAX REFUND,1049.09,7712045M033,EUR,Credit,7,2024,Income,Tax Refund,False
2024-07-08,DOCTOR APPOINTMENT,-451.75,7712045M033,EUR,Debit,7,2024,Health,Doctor,False
2024-07-09,EDF ELECTRICITY BILL,-781.2,4829137M033,EUR,Debit,7,2024,Housing,Electricity,False
2024-07-09,SNCF TRAIN TICKET,-137.65,4829137M033,EUR,Debit,7,2024,Transport,Train,False
2024-07-09,SPORT CLUB PAYMENT,-446.7,7712045M033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-09,HOME DECOR SHOP,-272.39,7712045M033,EUR,Debit,7,2024,Shopping,Home Decor,False
2024-07-10,CITY PARKING,-276.47,4829137M033,EUR,Debit,7,2024,Transport,Parking,False
2024-07-10,APARTMENT RENT,-314.32,4829137M033,EUR,Debit,7,2024,Housing,Rent,False
2024-07-10,DOCTOR APPOINTMENT,-636.42,4829137M033,EUR,Debit,7,2024,Health,Doctor,False
2024-07-10,OFFICE SUPPLIES STORE,-238.02,4829137M033,EUR,Debit,7,2024,Education,School Supplies,False
2024-07-10,MONTHLY RENT PAYMENT,-687.03,7712045M033,EUR,Debit,7,2024,Housing,Rent,False
2024-07-11,ITALIAN RESTAURANT,-126.87,4829137M033,EUR,Debit,7,2024,Food,Restaurant,False
2024-07-11,TRANSFER TO SAVINGS ACCOUNT,-838.89,4829137M033,EUR,Debit,7,2024,Financial,Savings,False
2024-07-11,SPORT CLUB PAYMENT,-155.3,6501882C033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-11,SPORT CLUB PAYMENT,-288.07,6501882C033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-11,HOME DECOR SHOP,-157.22,6501882C033,EUR,Debit,7,2024,Shopping,Home Decor,False
2024-07-11,CINEMA TICKET,-296.75,6501882C033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-12,ORANGE INTERNET SUBSCRIPTION,-591.41,4829137M033,EUR,Debit,7,2024,Housing,Internet,False
2024-07-12,HOME REPAIR STORE,-215.08,4829137M033,EUR,Debit,7,2024,Housing,Home Repairs,False
2024-07-12,SNCF TRAIN TICKET,-700.65,6501882C033,EUR,Debit,7,2024,Transport,Train,False
2024-07-12,ONLINE TRAINING COURSE,-665.28,6501882C033,EUR,Debit,7,2024,Education,Training,False
2024-07-12,BOOKSTORE PURCHASE,-598.82,6501882C033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-12,COFFEE SHOP,-749.86,6501882C033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-13,EDF ELECTRICITY BILL,-502.37,4829137M033,EUR,Debit,7,2024,Housing,Electricity,False
2024-07-13,ANNUAL BONUS PAYMENT,3706.5,6501882C033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-13,FREELANCE PROJECT PAYMENT,3427.23,7712045M033,EUR,Credit,7,2024,Income,Freelance,False
2024-07-13,LOCAL PHARMACY,-29.33,7712045M033,EUR,Debit,7,2024,Health,Pharmacy,False
2024-07-14,CINEMA TICKET,-187.5,4829137M033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-14,PUBLIC FINANCE PAYMENT,-843.09,4829137M033,EUR,Debit,7,2024,Financial,Taxes,False
2024-07-14,PAYROLL TRANSFER,1754.42,6501882C033,EUR,Credit,7,2024,Income,Salary,False
2024-07-14,PAYROLL TRANSFER,2000.08,6501882C033,EUR,Credit,7,2024,Income,Salary,False
2024-07-14,TOTAL ENERGIES FUEL,-76.02,7712045M033,EUR,Debit,7,2024,Transport,Fuel,False
2024-07-14,MONTHLY BANK FEES,-130.53,7712045M033,EUR,Debit,7,2024,Financial,Bank Fees,False
2024-07-15,MONTHLY SALARY,4066.11,6501882C033,EUR,Credit,7,2024,Income,Salary,False
2024-07-15,AUCHAN SUPERMARKET,-106.78,6501882C033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-15,BOOKING HOTEL,-235.91,6501882C033,EUR,Debit,7,2024,Leisure,Travel,False
2024-07-15,ONLINE TRAINING COURSE,-61.38,7712045M033,EUR,Debit,7,2024,Education,Training,False
2024-07-15,LOCAL PHARMACY,-76.17,7712045M033,EUR,Debit,7,2024,Health,Pharmacy,False
2024-07-15,EDF ELECTRICITY BILL,-142.23,7712045M033,EUR,Debit,7,2024,Housing,Electricity,False
2024-07-16,BOOKSTORE PURCHASE,-482.52,4829137M033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-16,CINEMA TICKET,-590.84,4829137M033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-16,LOCAL PHARMACY,-750.71,6501882C033,EUR,Debit,7,2024,Health,Pharmacy,False
2024-07-16,TOTAL ENERGIES FUEL,-52.63,6501882C033,EUR,Debit,7,2024,Transport,Fuel,False
2024-07-16,MONTHLY SALARY,1138.25,7712045M033,EUR,Credit,7,2024,Income,Salary,False
2024-07-17,HOME DECOR SHOP,-535.4,4829137M033,EUR,Debit,7,2024,Shopping,Home Decor,False
2024-07-17,PUBLIC FINANCE PAYMENT,-776.04,6501882C033,EUR,Debit,7,2024,Financial,Taxes,False
2024-07-17,ANNUAL BONUS PAYMENT,4290.92,7712045M033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-17,HOME INSURANCE PAYMENT,-196.46,7712045M033,EUR,Debit,7,2024,Housing,Insurance,False
2024-07-18,ELECTRONICS STORE,-72.82,4829137M033,EUR,Debit,7,2024,Shopping,Electronics,False
2024-07-18,INSTANT BANK TRANSFER,-601.98,6501882C033,EUR,Debit,7,2024,Financial,Transfer,False
2024-07-19,HEALTH INSURANCE REFUND,2114.47,7712045M033,EUR,Credit,7,2024,Health,Insurance Refund,False
2024-07-20,INTERMARCHE,-480.11,4829137M033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-20,HEALTH INSURANCE REFUND,1154.34,4829137M033,EUR,Credit,7,2024,Health,Insurance Refund,False
2024-07-20,TRANSFER TO SAVINGS ACCOUNT,-50.57,6501882C033,EUR,Debit,7,2024,Financial,Savings,False
2024-07-20,TOTAL ENERGIES FUEL,-3.58,6501882C033,EUR,Debit,7,2024,Transport,Fuel,False
2024-07-20,HOME INSURANCE PAYMENT,-289.24,6501882C033,EUR,Debit,7,2024,Housing,Insurance,False
2024-07-21,CITY PARKING,-123.42,4829137M033,EUR,Debit,7,2024,Transport,Parking,False
2024-07-21,COFFEE SHOP,-614.9,4829137M033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-21,HOME INSURANCE PAYMENT,-431.1,7712045M033,EUR,Debit,7,2024,Housing,Insurance,False
2024-07-22,COFFEE SHOP,-546.41,4829137M033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-22,HEALTH INSURANCE REFUND,3823.12,4829137M033,EUR,Credit,7,2024,Health,Insurance Refund,False
2024-07-22,COFFEE SHOP,-312.5,4829137M033,EUR,Debit,7,2024,Food,Coffee,False
2024-07-22,CITY METRO PASS,-437.9,7712045M033,EUR,Debit,7,2024,Transport,Metro,False
2024-07-23,HOME REPAIR STORE,-540.71,4829137M033,EUR,Debit,7,2024,Housing,Home Repairs,False
2024-07-23,OFFICE SUPPLIES STORE,-10.87,4829137M033,EUR,Debit,7,2024,Education,School Supplies,False
2024-07-23,CINEMA TICKET,-128.11,6501882C033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-23,DOCTOR APPOINTMENT,-620.32,6501882C033,EUR,Debit,7,2024,Health,Doctor,False
2024-07-23,CARREFOUR MARKET,-602.59,7712045M033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-23,ANNUAL BONUS PAYMENT,2879.94,7712045M033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-23,ANNUAL BONUS PAYMENT,710.04,7712045M033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-24,AUCHAN SUPERMARKET,-532.89,4829137M033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-24,BOOKING HOTEL,-323.49,6501882C033,EUR,Debit,7,2024,Leisure,Travel,False
2024-07-24,INTERMARCHE,-570.51,6501882C033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-24,WATER SUPPLY PAYMENT,-669.61,6501882C033,EUR,Debit,7,2024,Housing,Water,False
2024-07-24,ORANGE INTERNET SUBSCRIPTION,-264.97,7712045M033,EUR,Debit,7,2024,Housing,Internet,False
2024-07-24,BOOKSTORE PURCHASE,-391.31,7712045M033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-25,BOOKSTORE PURCHASE,-499.71,4829137M033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-25,CARREFOUR MARKET,-55.23,6501882C033,EUR,Debit,7,2024,Food,Groceries,False
2024-07-25,MONTHLY BANK FEES,-136.24,7712045M033,EUR,Debit,7,2024,Financial,Bank Fees,False
2024-07-25,TOTAL ENERGIES FUEL,-118.29,7712045M033,EUR,Debit,7,2024,Transport,Fuel,False
2024-07-25,SPORT CLUB PAYMENT,-456.93,7712045M033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-26,CINEMA TICKET,-87.34,4829137M033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-26,EDF ELECTRICITY BILL,-78.66,4829137M033,EUR,Debit,7,2024,Housing,Electricity,False
2024-07-26,HIGHWAY TOLL,-537.25,6501882C033,EUR,Debit,7,2024,Transport,Toll,False
2024-07-26,SNCF TRAIN TICKET,-455.04,6501882C033,EUR,Debit,7,2024,Transport,Train,False
2024-07-26,ITALIAN RESTAURANT,-504.86,6501882C033,EUR,Debit,7,2024,Food,Restaurant,False
2024-07-26,SNCF TRAIN TICKET,-610.25,6501882C033,EUR,Debit,7,2024,Transport,Train,False
2024-07-26,SUSHI RESTAURANT,-806.54,6501882C033,EUR,Debit,7,2024,Food,Restaurant,False
2024-07-26,BOOKSTORE PURCHASE,-705.0,6501882C033,EUR,Debit,7,2024,Leisure,Books,False
2024-07-26,CINEMA TICKET,-154.9,7712045M033,EUR,Debit,7,2024,Leisure,Cinema,False
2024-07-26,FREELANCE PROJECT PAYMENT,1347.6,7712045M033,EUR,Credit,7,2024,Income,Freelance,False
2024-07-26,CITY METRO PASS,-723.72,7712045M033,EUR,Debit,7,2024,Transport,Metro,False
2024-07-26,MONTHLY BANK FEES,-394.35,7712045M033,EUR,Debit,7,2024,Financial,Bank Fees,False
2024-07-27,ANNUAL BONUS PAYMENT,1628.88,6501882C033,EUR,Credit,7,2024,Income,Bonus,False
2024-07-28,PUBLIC FINANCE PAYMENT,-495.92,4829137M033,EUR,Debit,7,2024,Financial,Taxes,False
2024-07-28,SNCF TRAIN TICKET,-65.43,6501882C033,EUR,Debit,7,2024,Transport,Train,False
2024-07-28,WATER SUPPLY PAYMENT,-621.27,7712045M033,EUR,Debit,7,2024,Housing,Water,False
2024-07-28,SPORT CLUB PAYMENT,-154.58,7712045M033,EUR,Debit,7,2024,Leisure,Sport,False
2024-07-28,DOCTOR APPOINTMENT,-783.32,7712045M033,EUR,Debit,7,2024,Health,Doctor,False
2024-07-28,CITY PARKING,-395.45,7712045M033,EUR,Debit,7,2024,Transport,Parking,False
2024-08-01,WATER SUPPLY PAYMENT,-172.12,4829137M033,EUR,Debit,8,2024,Housing,Water,False
2024-08-02,CITY PARKING,-226.71,6501882C033,EUR,Debit,8,2024,Transport,Parking,False
2024-08-02,LOCAL PHARMACY,-331.87,7712045M033,EUR,Debit,8,2024,Health,Pharmacy,False
2024-08-03,APARTMENT RENT,-129.33,6501882C033,EUR,Debit,8,2024,Housing,Rent,False
2024-08-04,CARREFOUR MARKET,-479.59,4829137M033,EUR,Debit,8,2024,Food,Groceries,False
2024-08-04,TOTAL ENERGIES FUEL,-359.48,6501882C033,EUR,Debit,8,2024,Transport,Fuel,False
2024-08-04,BOOKSTORE PURCHASE,-357.75,6501882C033,EUR,Debit,8,2024,Leisure,Books,False
2024-08-04,BOOKSTORE PURCHASE,-255.81,7712045M033,EUR,Debit,8,2024,Leisure,Books,False
2024-08-05,TAX REFUND,550.71,4829137M033,EUR,Credit,8,2024,Income,Tax Refund,False
2024-08-05,BOOKSTORE PURCHASE,-755.11,6501882C033,EUR,Debit,8,2024,Leisure,Books,False
2024-08-05,DECATHLON PURCHASE,-193.0,6501882C033,EUR,Debit,8,2024,Shopping,Clothes,False
2024-08-05,CLOTHING STORE,-404.81,6501882C033,EUR,Debit,8,2024,Shopping,Clothes,False
2024-08-05,ONLINE TRAINING COURSE,-85.67,7712045M033,EUR,Debit,8,2024,Education,Training,False
2024-08-06,SPORT CLUB PAYMENT,-638.35,6501882C033,EUR,Debit,8,2024,Leisure,Sport,False
2024-08-06,MONTHLY SALARY,3001.93,6501882C033,EUR,Credit,8,2024,Income,Salary,False
2024-08-06,WATER SUPPLY PAYMENT,-330.42,7712045M033,EUR,Debit,8,2024,Housing,Water,False
2024-08-06,MONTHLY BANK FEES,-733.45,7712045M033,EUR,Debit,8,2024,Financial,Bank Fees,False
2024-08-06,ORANGE INTERNET SUBSCRIPTION,-537.48,7712045M033,EUR,Debit,8,2024,Housing,Internet,False
2024-08-07,CARREFOUR MARKET,-283.44,4829137M033,EUR,Debit,8,2024,Food,Groceries,False
2024-08-07,DOCTOR APPOINTMENT,-467.27,6501882C033,EUR,Debit,8,2024,Health,Doctor,False
2024-08-07,ANNUAL BONUS PAYMENT,3944.55,7712045M033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-07,CINEMA TICKET,-385.89,7712045M033,EUR,Debit,8,2024,Leisure,Cinema,False
2024-08-08,TOTAL ENERGIES FUEL,-533.8,6501882C033,EUR,Debit,8,2024,Transport,Fuel,False
2024-08-08,HOME DECOR SHOP,-579.95,7712045M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-08,DOCTOR APPOINTMENT,-441.15,7712045M033,EUR,Debit,8,2024,Health,Doctor,False
2024-08-09,DECATHLON PURCHASE,-709.49,4829137M033,EUR,Debit,8,2024,Shopping,Clothes,False
2024-08-09,HEALTH INSURANCE REFUND,3956.63,4829137M033,EUR,Credit,8,2024,Health,Insurance Refund,False
2024-08-09,SPOTIFY PREMIUM,-811.96,6501882C033,EUR,Debit,8,2024,Leisure,Streaming,False
2024-08-09,INSTANT BANK TRANSFER,-141.5,7712045M033,EUR,Debit,8,2024,Financial,Transfer,False
2024-08-09,SNCF TRAIN TICKET,-577.01,7712045M033,EUR,Debit,8,2024,Transport,Train,False
2024-08-10,HOME DECOR SHOP,-562.53,4829137M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-10,ANNUAL BONUS PAYMENT,2757.13,7712045M033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-10,INTERMARCHE,-424.27,7712045M033,EUR,Debit,8,2024,Food,Groceries,False
2024-08-11,CLOTHING STORE,-756.47,4829137M033,EUR,Debit,8,2024,Shopping,Clothes,False
2024-08-11,TRANSFER TO SAVINGS ACCOUNT,-224.59,6501882C033,EUR,Debit,8,2024,Financial,Savings,False
2024-08-11,HEALTH INSURANCE REFUND,4263.81,7712045M033,EUR,Credit,8,2024,Health,Insurance Refund,False
2024-08-12,ANNUAL BONUS PAYMENT,431.4,4829137M033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-12,TOTAL ENERGIES FUEL,-782.95,4829137M033,EUR,Debit,8,2024,Transport,Fuel,False
2024-08-12,EDF ELECTRICITY BILL,-724.85,6501882C033,EUR,Debit,8,2024,Housing,Electricity,False
2024-08-12,ANNUAL BONUS PAYMENT,2081.2,7712045M033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-13,DOCTOR APPOINTMENT,-159.59,4829137M033,EUR,Debit,8,2024,Health,Doctor,False
2024-08-13,MONTHLY BANK FEES,-256.13,4829137M033,EUR,Debit,8,2024,Financial,Bank Fees,False
2024-08-13,CINEMA TICKET,-331.72,4829137M033,EUR,Debit,8,2024,Leisure,Cinema,False
2024-08-13,CITY METRO PASS,-112.2,6501882C033,EUR,Debit,8,2024,Transport,Metro,False
2024-08-13,WATER SUPPLY PAYMENT,-157.89,6501882C033,EUR,Debit,8,2024,Housing,Water,False
2024-08-13,EDF ELECTRICITY BILL,-539.56,7712045M033,EUR,Debit,8,2024,Housing,Electricity,False
2024-08-14,CAF FAMILY BENEFIT,2752.56,4829137M033,EUR,Credit,8,2024,Income,CAF,False
2024-08-14,MONTHLY BANK FEES,-308.62,4829137M033,EUR,Debit,8,2024,Financial,Bank Fees,False
2024-08-14,HEALTH INSURANCE REFUND,1642.75,6501882C033,EUR,Credit,8,2024,Health,Insurance Refund,False
2024-08-14,COFFEE SHOP,-98.66,6501882C033,EUR,Debit,8,2024,Food,Coffee,False
2024-08-15,AIRBNB RESERVATION,-40.79,4829137M033,EUR,Debit,8,2024,Leisure,Travel,False
2024-08-15,CONSULTING INCOME,565.26,6501882C033,EUR,Credit,8,2024,Income,Salary,False
2024-08-15,LOCAL PHARMACY,-724.29,7712045M033,EUR,Debit,8,2024,Health,Pharmacy,False
2024-08-16,SNCF TRAIN TICKET,-830.57,4829137M033,EUR,Debit,8,2024,Transport,Train,False
2024-08-16,HOME DECOR SHOP,-487.5,4829137M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-17,BOOKSTORE PURCHASE,-664.1,4829137M033,EUR,Debit,8,2024,Leisure,Books,False
2024-08-17,FREELANCE PROJECT PAYMENT,2078.87,6501882C033,EUR,Credit,8,2024,Income,Freelance,False
2024-08-17,CITY METRO PASS,-700.51,7712045M033,EUR,Debit,8,2024,Transport,Metro,False
2024-08-17,DOCTOR APPOINTMENT,-258.92,7712045M033,EUR,Debit,8,2024,Health,Doctor,False
2024-08-18,TOTAL ENERGIES FUEL,-335.79,4829137M033,EUR,Debit,8,2024,Transport,Fuel,False
2024-08-18,ELECTRONICS STORE,-6.95,7712045M033,EUR,Debit,8,2024,Shopping,Electronics,False
2024-08-19,INSTANT BANK TRANSFER,-712.01,4829137M033,EUR,Debit,8,2024,Financial,Transfer,False
2024-08-19,ANNUAL BONUS PAYMENT,1901.32,6501882C033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-19,LOCAL PHARMACY,-317.82,7712045M033,EUR,Debit,8,2024,Health,Pharmacy,False
2024-08-19,ITALIAN RESTAURANT,-293.24,7712045M033,EUR,Debit,8,2024,Food,Restaurant,False
2024-08-20,ANNUAL BONUS PAYMENT,1843.23,4829137M033,EUR,Credit,8,2024,Income,Bonus,False
2024-08-20,INSTANT BANK TRANSFER,-620.29,4829137M033,EUR,Debit,8,2024,Financial,Transfer,False
2024-08-20,CAF FAMILY BENEFIT,3482.06,6501882C033,EUR,Credit,8,2024,Income,CAF,False
2024-08-20,CAF FAMILY BENEFIT,2930.8,7712045M033,EUR,Credit,8,2024,Income,CAF,False
2024-08-21,TAX REFUND,2995.77,6501882C033,EUR,Credit,8,2024,Income,Tax Refund,False
2024-08-21,ONLINE TRAINING COURSE,-769.35,6501882C033,EUR,Debit,8,2024,Education,Training,False
2024-08-21,TRANSFER TO SAVINGS ACCOUNT,-840.14,7712045M033,EUR,Debit,8,2024,Financial,Savings,False
2024-08-21,SPOTIFY PREMIUM,-558.73,7712045M033,EUR,Debit,8,2024,Leisure,Streaming,False
2024-08-21,CITY METRO PASS,-584.31,7712045M033,EUR,Debit,8,2024,Transport,Metro,False
2024-08-22,WATER SUPPLY PAYMENT,-401.89,4829137M033,EUR,Debit,8,2024,Housing,Water,False
2024-08-22,HOME DECOR SHOP,-820.89,4829137M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-22,SNCF TRAIN TICKET,-361.6,4829137M033,EUR,Debit,8,2024,Transport,Train,False
2024-08-22,INSTANT BANK TRANSFER,-5.32,6501882C033,EUR,Debit,8,2024,Financial,Transfer,False
2024-08-22,TAX REFUND,4401.64,6501882C033,EUR,Credit,8,2024,Income,Tax Refund,False
2024-08-22,HOME DECOR SHOP,-9.22,7712045M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-22,TAX REFUND,2989.36,7712045M033,EUR,Credit,8,2024,Income,Tax Refund,False
2024-08-23,CINEMA TICKET,-58.58,4829137M033,EUR,Debit,8,2024,Leisure,Cinema,False
2024-08-23,TOTAL ENERGIES FUEL,-107.32,6501882C033,EUR,Debit,8,2024,Transport,Fuel,False
2024-08-23,ELECTRONICS STORE,-710.84,6501882C033,EUR,Debit,8,2024,Shopping,Electronics,False
2024-08-23,PUBLIC FINANCE PAYMENT,-98.76,6501882C033,EUR,Debit,8,2024,Financial,Taxes,False
2024-08-24,TRANSFER TO SAVINGS ACCOUNT,-116.82,4829137M033,EUR,Debit,8,2024,Financial,Savings,False
2024-08-24,BOOKSTORE PURCHASE,-369.62,6501882C033,EUR,Debit,8,2024,Leisure,Books,False
2024-08-25,TAX REFUND,585.25,4829137M033,EUR,Credit,8,2024,Income,Tax Refund,False
2024-08-25,ORANGE INTERNET SUBSCRIPTION,-518.82,6501882C033,EUR,Debit,8,2024,Housing,Internet,False
2024-08-25,SPORT CLUB PAYMENT,-83.46,6501882C033,EUR,Debit,8,2024,Leisure,Sport,False
2024-08-25,PUBLIC FINANCE PAYMENT,-520.79,6501882C033,EUR,Debit,8,2024,Financial,Taxes,False
2024-08-25,HOME DECOR SHOP,-735.34,7712045M033,EUR,Debit,8,2024,Shopping,Home Decor,False
2024-08-25,BURGER RESTAURANT,-668.07,7712045M033,EUR,Debit,8,2024,Food,Restaurant,False
2024-08-25,CITY METRO PASS,-758.53,7712045M033,EUR,Debit,8,2024,Transport,Metro,False
2024-08-26,MONTHLY BANK FEES,-826.42,4829137M033,EUR,Debit,8,2024,Financial,Bank Fees,False
2024-08-26,OFFICE SUPPLIES STORE,-242.45,6501882C033,EUR,Debit,8,2024,Education,School Supplies,False
